Frame ID,Object ID,Object Type,LocationX,LocationY,LocationZ,Length,Width,Height,Heading
30,223,2,78.6,18.5,0.0,4.44,1.77,1.99,3.14
30,218,1,114.5,16.9,0.0,3.99,1.85,1.62,1.30
30,229,4,86.9,29.2,1.0,0.38,0.38,1.86,0.88
30,230,4,85.3,10.6,1.0,0.38,0.38,1.86,0.12
30,226,4,72.4,20.6,1.0,0.38,0.38,1.86,2.00
30,225,4,84.7,33.7,1.0,0.38,0.38,1.86,0.05
30,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.81
30,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
30,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
30,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
30,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
30,220,3,115.8,25.2,0.0,2.03,0.00,1.30,1.62
30,221,3,78.5,11.2,0.0,1.80,0.00,1.42,1.57
30,223,2,78.6,18.5,0.0,4.44,1.77,1.99,3.14
30,218,1,114.5,16.9,0.0,3.99,1.85,1.62,1.30
30,229,4,86.8,29.3,1.0,0.38,0.38,1.86,0.87
30,230,4,85.3,10.6,1.0,0.38,0.38,1.86,0.12
30,226,4,72.4,20.6,1.0,0.38,0.38,1.86,2.00
30,225,4,84.6,33.7,1.0,0.38,0.38,1.86,0.05
30,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.79
30,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
30,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
30,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
30,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
30,220,3,115.8,25.1,0.0,2.03,0.00,1.30,1.61
30,221,3,78.5,11.3,0.0,1.80,0.00,1.42,1.57
30,223,2,78.8,18.5,0.0,4.44,1.77,1.99,3.14
30,218,1,114.5,17.1,0.0,3.99,1.85,1.62,1.29
31,229,4,86.8,29.3,1.0,0.38,0.38,1.86,0.87
31,230,4,85.3,10.6,1.0,0.38,0.38,1.86,0.12
31,226,4,72.4,20.7,1.0,0.38,0.38,1.86,2.00
31,225,4,84.5,33.7,1.0,0.38,0.38,1.86,0.05
31,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.77
31,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
31,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
31,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
31,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
31,220,3,115.8,25.0,0.0,2.03,0.00,1.30,1.61
31,221,3,78.5,11.3,0.0,1.80,0.00,1.42,1.57
31,223,2,78.9,18.5,0.0,4.44,1.77,1.99,3.14
31,218,1,114.5,17.1,0.0,3.99,1.85,1.62,1.28
31,229,4,86.8,29.3,1.0,0.38,0.38,1.86,0.87
31,230,4,85.2,10.6,1.0,0.38,0.38,1.86,0.12
31,226,4,72.5,20.7,1.0,0.38,0.38,1.86,2.00
31,225,4,84.5,33.7,1.0,0.38,0.38,1.86,0.05
31,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.76
31,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
31,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
31,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
31,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
31,220,3,115.8,24.9,0.0,2.03,0.00,1.30,1.61
31,221,3,78.5,11.3,0.0,1.80,0.00,1.42,1.57
31,223,2,78.9,18.5,0.0,4.44,1.77,1.99,3.14
31,218,1,114.4,17.2,0.0,3.99,1.85,1.62,1.28
31,229,4,86.8,29.3,1.0,0.38,0.38,1.86,0.87
31,230,4,85.2,10.6,1.0,0.38,0.38,1.86,0.12
31,226,4,72.5,20.7,1.0,0.38,0.38,1.86,2.00
31,225,4,84.5,33.7,1.0,0.38,0.38,1.86,0.05
31,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.76
31,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
31,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
31,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
31,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
31,220,3,115.8,24.9,0.0,2.03,0.00,1.30,1.61
31,221,3,78.5,11.3,0.0,1.80,0.00,1.42,1.57
31,223,2,78.9,18.5,0.0,4.44,1.77,1.99,3.14
31,218,1,114.4,17.2,0.0,3.99,1.85,1.62,1.28
31,229,4,86.7,29.4,1.0,0.38,0.38,1.86,0.87
31,230,4,85.2,10.6,1.0,0.38,0.38,1.86,0.12
31,226,4,72.5,20.7,1.0,0.38,0.38,1.86,2.00
31,225,4,84.5,33.7,1.0,0.38,0.38,1.86,0.05
31,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.74
31,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
31,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
31,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
31,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
31,220,3,115.8,24.9,0.0,2.03,0.00,1.30,1.61
31,221,3,78.5,11.4,0.0,1.80,0.00,1.42,1.57
31,223,2,79.0,18.5,0.0,4.44,1.77,1.99,3.14
31,218,1,114.4,17.3,0.0,3.99,1.85,1.62,1.27
31,229,4,86.7,29.4,1.0,0.38,0.38,1.86,0.87
31,230,4,85.2,10.6,1.0,0.38,0.38,1.86,0.12
31,226,4,72.5,20.8,1.0,0.38,0.38,1.86,2.00
31,225,4,84.4,33.7,1.0,0.38,0.38,1.86,0.05
31,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.73
31,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
31,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
31,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
31,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
31,220,3,115.8,24.8,0.0,2.03,0.00,1.30,1.60
31,221,3,78.5,11.4,0.0,1.80,0.00,1.42,1.57
31,223,2,79.1,18.5,0.0,4.44,1.77,1.99,3.14
31,218,1,114.4,17.3,0.0,3.99,1.85,1.62,1.26
31,229,4,86.7,29.4,1.0,0.38,0.38,1.86,0.86
31,230,4,85.2,10.6,1.0,0.38,0.38,1.86,0.12
31,226,4,72.5,20.8,1.0,0.38,0.38,1.86,1.99
31,225,4,84.4,33.7,1.0,0.38,0.38,1.86,0.05
31,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.72
31,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
31,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
31,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
31,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
31,220,3,115.8,24.7,0.0,2.03,0.00,1.30,1.60
31,221,3,78.5,11.4,0.0,1.80,0.00,1.42,1.57
31,223,2,79.1,18.5,0.0,4.44,1.77,1.99,3.14
31,218,1,114.4,17.4,0.0,3.99,1.85,1.62,1.25
32,229,4,86.7,29.4,1.0,0.38,0.38,1.86,0.86
32,230,4,85.2,10.6,1.0,0.38,0.38,1.86,0.12
32,226,4,72.5,20.8,1.0,0.38,0.38,1.86,1.99
32,225,4,84.3,33.7,1.0,0.38,0.38,1.86,0.05
32,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.70
32,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
32,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
32,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
32,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
32,220,3,115.8,24.6,0.0,2.03,0.00,1.30,1.60
32,221,3,78.5,11.5,0.0,1.80,0.00,1.42,1.57
32,223,2,79.2,18.5,0.0,4.44,1.77,1.99,3.14
32,218,1,114.3,17.4,0.0,3.99,1.85,1.62,1.25
32,229,4,86.6,29.5,1.0,0.38,0.38,1.86,0.86
32,230,4,85.2,10.6,1.0,0.38,0.38,1.86,0.12
32,226,4,72.5,20.9,1.0,0.38,0.38,1.86,1.99
32,225,4,84.3,33.7,1.0,0.38,0.38,1.86,0.05
32,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.69
32,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
32,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
32,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
32,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
32,220,3,115.8,24.6,0.0,2.03,0.00,1.30,1.60
32,221,3,78.5,11.5,0.0,1.80,0.00,1.42,1.57
32,223,2,79.3,18.5,0.0,4.44,1.77,1.99,3.14
32,218,1,114.3,17.5,0.0,3.99,1.85,1.62,1.24
32,229,4,86.6,29.5,1.0,0.38,0.38,1.86,0.86
32,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
32,226,4,72.6,20.9,1.0,0.38,0.38,1.86,1.99
32,225,4,84.3,33.7,1.0,0.38,0.38,1.86,0.05
32,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.70
32,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
32,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
32,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
32,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
32,220,3,115.8,24.5,0.0,2.03,0.00,1.30,1.60
32,221,3,78.5,11.5,0.0,1.80,0.00,1.42,1.57
32,223,2,79.4,18.5,0.0,4.44,1.77,1.99,3.14
32,218,1,114.3,17.6,0.0,3.99,1.85,1.62,1.23
32,229,4,86.6,29.5,1.0,0.38,0.38,1.86,0.86
32,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
32,226,4,72.6,21.0,1.0,0.38,0.38,1.86,1.99
32,225,4,84.2,33.7,1.0,0.38,0.38,1.86,0.05
32,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.72
32,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
32,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
32,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
32,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
32,220,3,115.8,24.4,0.0,2.03,0.00,1.30,1.60
32,221,3,78.5,11.6,0.0,1.80,0.00,1.42,1.57
32,223,2,79.4,18.5,0.0,4.44,1.77,1.99,3.14
32,218,1,114.3,17.6,0.0,3.99,1.85,1.62,1.22
32,229,4,86.6,29.5,1.0,0.38,0.38,1.86,0.86
32,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
32,226,4,72.6,21.0,1.0,0.38,0.38,1.86,1.99
32,225,4,84.2,33.7,1.0,0.38,0.38,1.86,0.05
32,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.72
32,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
32,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
32,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
32,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
32,220,3,115.8,24.4,0.0,2.03,0.00,1.30,1.60
32,221,3,78.5,11.6,0.0,1.80,0.00,1.42,1.57
32,223,2,79.4,18.5,0.0,4.44,1.77,1.99,3.14
32,218,1,114.3,17.6,0.0,3.99,1.85,1.62,1.22
32,229,4,86.6,29.6,1.0,0.38,0.38,1.86,0.85
32,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
32,226,4,72.6,21.0,1.0,0.38,0.38,1.86,1.99
32,225,4,84.2,33.7,1.0,0.38,0.38,1.86,0.05
32,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.73
32,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
32,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
32,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
32,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
32,220,3,115.8,24.4,0.0,2.03,0.00,1.30,1.60
32,221,3,78.5,11.6,0.0,1.80,0.00,1.42,1.57
32,223,2,79.5,18.5,0.0,4.44,1.77,1.99,3.14
32,218,1,114.2,17.7,0.0,3.99,1.85,1.62,1.21
33,229,4,86.5,29.6,1.0,0.38,0.38,1.86,0.85
33,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
33,226,4,72.6,21.0,1.0,0.38,0.38,1.86,1.99
33,225,4,84.1,33.7,1.0,0.38,0.38,1.86,0.05
33,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.74
33,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
33,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
33,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
33,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
33,220,3,115.8,24.3,0.0,2.03,0.00,1.30,1.59
33,221,3,78.5,11.6,0.0,1.80,0.00,1.42,1.57
33,223,2,79.6,18.5,0.0,4.44,1.77,1.99,3.14
33,218,1,114.2,17.7,0.0,3.99,1.85,1.62,1.20
33,229,4,86.5,29.6,1.0,0.38,0.38,1.86,0.85
33,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
33,226,4,72.6,21.1,1.0,0.38,0.38,1.86,1.99
33,225,4,84.1,33.7,1.0,0.38,0.38,1.86,0.05
33,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.75
33,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
33,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
33,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
33,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
33,220,3,115.8,24.2,0.0,2.03,0.00,1.30,1.59
33,221,3,78.5,11.7,0.0,1.80,0.00,1.42,1.57
33,223,2,79.6,18.5,0.0,4.44,1.77,1.99,3.14
33,218,1,114.2,17.8,0.0,3.99,1.85,1.62,1.19
33,229,4,86.5,29.7,1.0,0.38,0.38,1.86,0.85
33,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
33,226,4,72.6,21.1,1.0,0.38,0.38,1.86,1.99
33,225,4,84.1,33.6,1.0,0.38,0.38,1.86,0.05
33,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.77
33,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
33,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
33,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
33,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
33,220,3,115.8,24.1,0.0,2.03,0.00,1.30,1.59
33,221,3,78.5,11.7,0.0,1.80,0.00,1.42,1.57
33,223,2,79.7,18.5,0.0,4.44,1.77,1.99,3.14
33,218,1,114.1,17.9,0.0,3.99,1.85,1.62,1.18
33,229,4,86.5,29.7,1.0,0.38,0.38,1.86,0.85
33,230,4,85.1,10.6,1.0,0.38,0.38,1.86,0.12
33,226,4,72.6,21.1,1.0,0.38,0.38,1.86,1.99
33,225,4,84.1,33.6,1.0,0.38,0.38,1.86,0.05
33,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.77
33,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
33,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
33,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
33,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
33,220,3,115.8,24.1,0.0,2.03,0.00,1.30,1.59
33,221,3,78.5,11.7,0.0,1.80,0.00,1.42,1.57
33,223,2,79.7,18.5,0.0,4.44,1.77,1.99,3.14
33,218,1,114.1,17.9,0.0,3.99,1.85,1.62,1.18
33,229,4,86.4,29.7,1.0,0.38,0.38,1.86,0.84
33,230,4,85.0,10.6,1.0,0.38,0.38,1.86,0.12
33,226,4,72.7,21.2,1.0,0.38,0.38,1.86,1.99
33,225,4,84.0,33.6,1.0,0.38,0.38,1.86,0.05
33,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.79
33,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
33,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
33,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
33,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
33,220,3,115.8,24.0,0.0,2.03,0.00,1.30,1.59
33,221,3,78.5,11.8,0.0,1.80,0.00,1.42,1.57
33,223,2,79.9,18.5,0.0,4.44,1.77,1.99,3.14
33,218,1,114.1,18.0,0.0,3.99,1.85,1.62,1.16
33,229,4,86.4,29.7,1.0,0.38,0.38,1.86,0.84
33,230,4,85.0,10.6,1.0,0.38,0.38,1.86,0.12
33,226,4,72.7,21.2,1.0,0.38,0.38,1.86,1.99
33,225,4,83.9,33.6,1.0,0.38,0.38,1.86,0.05
33,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.80
33,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
33,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
33,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
33,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
33,220,3,115.8,23.9,0.0,2.03,0.00,1.30,1.59
33,221,3,78.5,11.8,0.0,1.80,0.00,1.42,1.57
33,223,2,79.9,18.5,0.0,4.44,1.77,1.99,3.14
33,218,1,114.0,18.0,0.0,3.99,1.85,1.62,1.15
34,229,4,86.4,29.8,1.0,0.38,0.38,1.86,0.84
34,230,4,85.0,10.6,1.0,0.38,0.38,1.86,0.12
34,226,4,72.7,21.3,1.0,0.38,0.38,1.86,1.98
34,225,4,83.9,33.6,1.0,0.38,0.38,1.86,0.06
34,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.85
34,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
34,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
34,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
34,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
34,220,3,115.8,23.9,0.0,2.03,0.00,1.30,1.59
34,221,3,78.5,11.8,0.0,1.80,0.00,1.42,1.57
34,223,2,80.0,18.5,0.0,4.44,1.77,1.99,3.14
34,218,1,114.0,18.1,0.0,3.99,1.85,1.62,1.14
34,229,4,86.3,29.8,1.0,0.38,0.38,1.86,0.84
34,230,4,85.0,10.6,1.0,0.38,0.38,1.86,0.12
34,226,4,72.7,21.3,1.0,0.38,0.38,1.86,1.98
34,225,4,83.9,33.6,1.0,0.38,0.38,1.86,0.06
34,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.89
34,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
34,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
34,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
34,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
34,220,3,115.8,23.8,0.0,2.03,0.00,1.30,1.59
34,221,3,78.5,11.9,0.0,1.80,0.00,1.42,1.57
34,223,2,80.1,18.5,0.0,4.44,1.77,1.99,3.14
34,218,1,114.0,18.2,0.0,3.99,1.85,1.62,1.13
34,229,4,86.3,29.8,1.0,0.38,0.38,1.86,0.84
34,230,4,85.0,10.6,1.0,0.38,0.38,1.86,0.12
34,226,4,72.7,21.3,1.0,0.38,0.38,1.86,1.98
34,225,4,83.9,33.6,1.0,0.38,0.38,1.86,0.06
34,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.89
34,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
34,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
34,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
34,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
34,220,3,115.8,23.8,0.0,2.03,0.00,1.30,1.59
34,221,3,78.5,11.9,0.0,1.80,0.00,1.42,1.57
34,223,2,80.1,18.5,0.0,4.44,1.77,1.99,3.14
34,218,1,114.0,18.2,0.0,3.99,1.85,1.62,1.13
34,229,4,86.3,29.8,1.0,0.38,0.38,1.86,0.84
34,230,4,85.0,10.6,1.0,0.38,0.38,1.86,0.13
34,226,4,72.7,21.3,1.0,0.38,0.38,1.86,1.98
34,225,4,83.8,33.6,1.0,0.38,0.38,1.86,0.06
34,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.93
34,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
34,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
34,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
34,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
34,220,3,115.8,23.7,0.0,2.03,0.00,1.30,1.58
34,221,3,78.5,11.9,0.0,1.80,0.00,1.42,1.57
34,223,2,80.1,18.5,0.0,4.44,1.77,1.99,3.14
34,218,1,113.9,18.2,0.0,3.99,1.85,1.62,1.12
34,230,4,84.9,10.6,1.0,0.38,0.38,1.86,0.14
34,229,4,86.3,29.9,1.0,0.38,0.38,1.86,0.83
34,226,4,72.7,21.4,1.0,0.38,0.38,1.86,1.98
34,225,4,83.8,33.6,1.0,0.38,0.38,1.86,0.06
34,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.97
34,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
34,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
34,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
34,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
34,220,3,115.8,23.6,0.0,2.03,0.00,1.30,1.58
34,221,3,78.5,11.9,0.0,1.80,0.00,1.42,1.57
34,223,2,80.2,18.5,0.0,4.44,1.77,1.99,3.14
34,218,1,113.9,18.3,0.0,3.99,1.85,1.62,1.11
34,230,4,84.5,10.4,1.0,0.38,0.38,1.86,0.25
34,226,4,73.2,22.3,1.0,0.38,0.38,1.86,1.98
34,229,4,85.6,29.7,1.0,0.38,0.38,1.86,0.15
34,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.94
34,225,4,82.8,33.6,1.0,0.38,0.38,1.86,0.06
34,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
34,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
34,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
34,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
34,221,3,78.5,12.8,0.0,1.80,0.00,1.42,1.57
34,220,3,115.8,21.8,0.0,2.03,0.00,1.30,1.56
34,223,2,82.1,18.5,0.0,4.44,1.77,1.99,3.14
34,218,1,112.8,19.6,0.0,3.99,1.85,1.62,0.80
35,230,4,84.5,10.4,1.0,0.38,0.38,1.86,0.25
35,226,4,73.2,22.4,1.0,0.38,0.38,1.86,1.98
35,229,4,85.6,29.7,1.0,0.38,0.38,1.86,0.19
35,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.93
35,225,4,82.7,33.6,1.0,0.38,0.38,1.86,0.06
35,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
35,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
35,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
35,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
35,221,3,78.5,12.8,0.0,1.80,0.00,1.42,1.57
35,220,3,115.8,21.7,0.0,2.03,0.00,1.30,1.56
35,223,2,82.1,18.5,0.0,4.44,1.77,1.99,3.14
35,218,1,112.7,19.6,0.0,3.99,1.85,1.62,0.78
35,230,4,84.5,10.4,1.0,0.38,0.38,1.86,0.25
35,226,4,73.2,22.4,1.0,0.38,0.38,1.86,1.98
35,229,4,85.6,29.7,1.0,0.38,0.38,1.86,0.23
35,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.92
35,225,4,82.7,33.6,1.0,0.38,0.38,1.86,0.06
35,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
35,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
35,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
35,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
35,221,3,78.5,12.8,0.0,1.80,0.00,1.42,1.57
35,220,3,115.8,21.6,0.0,2.03,0.00,1.30,1.56
35,223,2,82.2,18.5,0.0,4.44,1.77,1.99,3.14
35,218,1,112.7,19.6,0.0,3.99,1.85,1.62,0.76
35,230,4,84.4,10.4,1.0,0.38,0.38,1.86,0.26
35,226,4,73.2,22.4,1.0,0.38,0.38,1.86,1.98
35,229,4,85.6,29.6,1.0,0.38,0.38,1.86,0.27
35,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.92
35,225,4,82.7,33.6,1.0,0.38,0.38,1.86,0.06
35,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
35,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
35,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
35,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
35,221,3,78.5,12.9,0.0,1.80,0.00,1.42,1.57
35,220,3,115.8,21.6,0.0,2.03,0.00,1.30,1.56
35,223,2,82.3,18.5,0.0,4.44,1.77,1.99,3.14
35,218,1,112.6,19.7,0.0,3.99,1.85,1.62,0.75
35,230,4,84.4,10.4,1.0,0.38,0.38,1.86,0.26
35,226,4,73.2,22.5,1.0,0.38,0.38,1.86,1.98
35,229,4,85.5,29.6,1.0,0.38,0.38,1.86,0.30
35,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.91
35,225,4,82.6,33.6,1.0,0.38,0.38,1.86,0.06
35,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
35,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
35,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
35,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
35,221,3,78.5,12.9,0.0,1.80,0.00,1.42,1.57
35,220,3,115.8,21.5,0.0,2.03,0.00,1.30,1.56
35,223,2,82.3,18.5,0.0,4.44,1.77,1.99,3.14
35,218,1,112.5,19.7,0.0,3.99,1.85,1.62,0.73
35,230,4,84.4,10.4,1.0,0.38,0.38,1.86,0.26
35,226,4,73.2,22.5,1.0,0.38,0.38,1.86,1.98
35,229,4,85.5,29.6,1.0,0.38,0.38,1.86,0.33
35,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.90
35,225,4,82.6,33.6,1.0,0.38,0.38,1.86,0.07
35,217,1,98.1,10.4,0.0,4.97,2.04,1.54,0.60
35,222,2,65.7,11.9,0.0,5.92,1.99,2.56,0.02
35,216,1,101.8,5.3,0.0,5.37,1.80,1.57,1.45
35,219,3,101.9,0.0,0.0,2.36,0.76,1.41,1.59
35,221,3,78.5,13.0,0.0,1.80,0.00,1.42,1.57
35,220,3,115.8,21.4,0.0,2.03,0.00,1.30,1.56
35,223,2,82.4,18.5,0.0,4.44,1.77,1.99,3.14
35,218,1,112.5,19.7,0.0,3.99,1.85,1.62,0.72
35,230,4,84.4,10.4,1.0,0.38,0.38,1.86,0.26
35,226,4,73.2,22.5,1.0,0.38,0.38,1.86,1.98
35,229,4,85.5,29.5,1.0,0.38,0.38,1.86,0.36
35,228,4,93.8,11.1,1.0,0.38,0.38,1.86,1.89
35,225,4,82.5,33.6,1.0,0.38,0.38,1.86,0.07
