Server,Client,Vehicle,Map,Simulation time,Speed,Compass,Accelero,Gyroscop,Location,GNSS,Height,Throttle,Steer,Brake,Reverse,Hand brake,Manual
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,6 km/h,50° NE,"(  4.4,  1.1,  9.0)","( -0.4, -0.0, 19.7)","(-77.9, -20.6)","( 42.000191,  1.999068)",-0 m,0.85,0.61,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,50° NE,"(  4.3,  2.1,  9.0)","(  0.3, -0.5, 20.6)","(-77.8, -20.7)","( 42.000191,  1.999069)",-0 m,0.85,0.75,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,50° NE,"(  3.6,  3.0,  9.0)","(  1.1, -0.9, 22.1)","(-77.8, -20.7)","( 42.000191,  1.999069)",-0 m,0.85,0.78,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,51° NE,"( -0.5,  2.6,  9.1)","(  1.6, -1.0, 23.3)","(-77.8, -20.7)","( 42.000191,  1.999070)",-0 m,0.85,0.77,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,51° NE,"(  2.9,  3.5,  9.1)","(  2.1, -1.2, 24.0)","(-77.8, -20.7)","( 42.000191,  1.999070)",0 m,0.85,0.76,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,51° NE,"(  3.1,  3.4,  9.1)","(  2.9, -1.5, 26.0)","(-77.7, -20.7)","( 42.000191,  1.999070)",0 m,0.85,0.75,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,52° NE,"( -0.2,  2.5,  9.1)","(  3.2, -1.6, 27.0)","(-77.7, -20.7)","( 42.000191,  1.999071)",0 m,0.85,0.75,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,52° NE,"(  0.4,  2.0,  9.1)","(  3.7, -1.8, 28.1)","(-77.7, -20.7)","( 42.000191,  1.999071)",0 m,0.85,0.74,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,7 km/h,52° NE,"(  0.4,  2.0,  9.1)","(  3.7, -1.8, 28.1)","(-77.7, -20.7)","( 42.000191,  1.999071)",0 m,0.85,0.74,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,8 km/h,53° NE,"(  0.9,  1.8,  9.1)","(  4.0, -2.1, 28.9)","(-77.6, -20.7)","( 42.000191,  1.999072)",0 m,0.85,0.73,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,8 km/h,53° NE,"(  1.0,  1.6,  9.2)","(  4.1, -2.3, 29.5)","(-77.6, -20.7)","( 42.000191,  1.999072)",0 m,0.85,0.71,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,8 km/h,54° NE,"(  4.9,  1.8,  9.1)","(  4.1, -2.4, 29.6)","(-77.6, -20.7)","( 42.000191,  1.999072)",0 m,0.85,0.71,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,8 km/h,54° NE,"(  5.1,  1.8,  9.2)","(  4.1, -2.5, 30.1)","(-77.5, -20.7)","( 42.000191,  1.999073)",0 m,0.85,0.70,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,8 km/h,54° NE,"(  1.3,  1.4,  9.3)","(  4.0, -2.5, 30.5)","(-77.5, -20.7)","( 42.000191,  1.999073)",0 m,0.85,0.69,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,9 km/h,55° NE,"(  5.2,  1.7,  9.2)","(  4.0, -2.6, 30.5)","(-77.5, -20.7)","( 42.000191,  1.999074)",0 m,0.85,0.68,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,9 km/h,55° NE,"(  5.5,  1.7,  9.3)","(  3.8, -2.6, 30.9)","(-77.4, -20.8)","( 42.000191,  1.999074)",0 m,0.85,0.67,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,9 km/h,56° NE,"(  1.7,  1.6,  9.4)","(  3.8, -2.6, 31.2)","(-77.4, -20.8)","( 42.000191,  1.999074)",0 m,0.85,0.66,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,9 km/h,56° NE,"(  1.6,  1.5,  9.4)","(  3.6, -2.5, 31.6)","(-77.4, -20.8)","( 42.000191,  1.999075)",0 m,0.85,0.65,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,9 km/h,56° NE,"(  5.7,  1.6,  9.4)","(  3.4, -2.6, 31.7)","(-77.3, -20.8)","( 42.000191,  1.999076)",0 m,0.85,0.64,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,10 km/h,57° NE,"(  5.7,  1.6,  9.4)","(  3.2, -2.5, 31.9)","(-77.3, -20.8)","( 42.000191,  1.999076)",0 m,0.85,0.63,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,10 km/h,57° NE,"(  1.5,  1.4,  9.6)","(  3.0, -2.4, 32.0)","(-77.2, -20.8)","( 42.000191,  1.999076)",0 m,0.85,0.62,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,10 km/h,58° NE,"(  1.5,  1.3,  9.6)","(  2.7, -2.2, 32.1)","(-77.2, -20.8)","( 42.000191,  1.999077)",0 m,0.85,0.61,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,10 km/h,58° NE,"(  5.4,  1.5,  9.5)","(  2.6, -2.2, 32.1)","(-77.2, -20.8)","( 42.000191,  1.999077)",0 m,0.85,0.61,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,10 km/h,59° NE,"(  1.5,  1.3,  9.7)","(  2.4, -2.1, 32.2)","(-77.1, -20.8)","( 42.000191,  1.999078)",0 m,0.85,0.60,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,11 km/h,59° NE,"(  1.5,  1.3,  9.7)","(  2.1, -1.9, 32.2)","(-77.1, -20.8)","( 42.000191,  1.999078)",-0 m,0.85,0.59,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,11 km/h,60° NE,"(  5.4,  1.4,  9.6)","(  2.0, -1.8, 32.1)","(-77.1, -20.8)","( 42.000191,  1.999079)",-0 m,0.85,0.58,0.00,False,False,False
105 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,11 km/h,60° NE,"(  5.4,  1.4,  9.6)","(  2.0, -1.8, 32.1)","(-77.1, -20.8)","( 42.000191,  1.999079)",-0 m,0.85,0.58,0.00,False,False,False
75 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,11 km/h,60° NE,"(  1.4,  1.3,  9.8)","(  1.8, -1.7, 32.2)","(-77.0, -20.8)","( 42.000191,  1.999079)",-0 m,0.85,0.57,0.00,False,False,False
75 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,11 km/h,61° NE,"(  1.5,  1.3,  9.8)","(  1.5, -1.5, 32.1)","(-77.0, -20.9)","( 42.000191,  1.999080)",-0 m,0.85,0.56,0.00,False,False,False
75 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,11 km/h,61° NE,"(  5.2,  1.4,  9.7)","(  1.4, -1.4, 32.0)","(-76.9, -20.9)","( 42.000192,  1.999080)",-0 m,0.85,0.55,0.00,False,False,False
75 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,11 km/h,61° NE,"(  1.6,  1.3,  9.9)","(  1.2, -1.3, 32.0)","(-76.9, -20.9)","( 42.000192,  1.999081)",-0 m,0.85,0.55,0.00,False,False,False
75 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,12 km/h,62° NE,"(  1.6,  1.4,  9.9)","(  1.0, -1.0, 31.9)","(-76.9, -20.9)","( 42.000192,  1.999081)",-0 m,0.85,0.54,0.00,False,False,False
75 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,12 km/h,63° NE,"(  5.1,  1.4,  9.8)","(  0.8, -1.0, 31.8)","(-76.8, -20.9)","( 42.000192,  1.999082)",-0 m,0.85,0.53,0.00,False,False,False
75 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,12 km/h,63° NE,"(  5.1,  1.4,  9.8)","(  0.6, -0.8, 31.6)","(-76.8, -20.9)","( 42.000192,  1.999083)",-0 m,0.85,0.52,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,12 km/h,64° NE,"(  1.6,  1.3, 10.0)","(  0.5, -0.7, 31.6)","(-76.7, -20.9)","( 42.000192,  1.999083)",-0 m,0.85,0.51,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,12 km/h,64° NE,"(  5.1,  1.4,  9.9)","(  0.4, -0.6, 31.4)","(-76.7, -20.9)","( 42.000192,  1.999084)",-0 m,0.85,0.50,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,13 km/h,64° NE,"(  5.0,  1.4,  9.9)","(  0.2, -0.4, 31.3)","(-76.6, -20.9)","( 42.000192,  1.999084)",-0 m,0.85,0.49,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,13 km/h,65° NE,"(  1.7,  1.3, 10.0)","(  0.1, -0.3, 31.2)","(-76.6, -20.9)","( 42.000192,  1.999085)",-0 m,0.85,0.49,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,13 km/h,65° NE,"(  5.0,  1.4,  9.9)","( -0.0, -0.3, 31.1)","(-76.6, -20.9)","( 42.000192,  1.999085)",-0 m,0.85,0.48,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,13 km/h,65° NE,"(  1.9,  1.4, 10.0)","( -0.1, -0.1, 31.0)","(-76.5, -21.0)","( 42.000192,  1.999086)",-0 m,0.85,0.47,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,13 km/h,66° NE,"(  1.9,  1.4, 10.0)","( -0.2, -0.0, 30.8)","(-76.4, -21.0)","( 42.000192,  1.999087)",-0 m,0.85,0.46,0.00,False,False,False
82 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,13 km/h,66° NE,"(  4.9,  1.4,  9.9)","( -0.3, -0.0, 30.6)","(-76.4, -21.0)","( 42.000192,  1.999087)",-0 m,0.85,0.46,0.00,False,False,False
86 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,14 km/h,67° NE,"(  5.0,  1.5,  9.9)","( -0.4,  0.1, 30.3)","(-76.3, -21.0)","( 42.000192,  1.999088)",-0 m,0.85,0.44,0.00,False,False,False
86 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,14 km/h,67° NE,"(  2.0,  1.4, 10.0)","( -0.4,  0.2, 30.3)","(-76.3, -21.0)","( 42.000192,  1.999088)",-0 m,0.85,0.44,0.00,False,False,False
86 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,14 km/h,68° NE,"(  2.2,  1.4, 10.0)","( -0.5,  0.3, 30.0)","(-76.2, -21.0)","( 42.000192,  1.999089)",-0 m,0.85,0.43,0.00,False,False,False
86 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,14 km/h,68° NE,"(  4.7,  1.4,  9.9)","( -0.6,  0.3, 29.8)","(-76.2, -21.0)","( 42.000192,  1.999090)",-0 m,0.85,0.42,0.00,False,False,False
86 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,14 km/h,68° NE,"(  4.7,  1.4,  9.9)","( -0.6,  0.3, 29.5)","(-76.1, -21.0)","( 42.000192,  1.999091)",-0 m,0.85,0.41,0.00,False,False,False
86 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,14 km/h,69° NE,"(  2.3,  1.4, 10.0)","( -0.6,  0.4, 29.4)","(-76.1, -21.0)","( 42.000192,  1.999091)",-0 m,0.85,0.40,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,15 km/h,69° NE,"(  2.4,  1.4, 10.0)","( -0.6,  0.4, 29.1)","(-76.0, -21.0)","( 42.000192,  1.999092)",-0 m,0.85,0.39,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,15 km/h,70° NE,"(  4.5,  1.4,  9.9)","( -0.6,  0.4, 28.9)","(-76.0, -21.0)","( 42.000192,  1.999093)",-0 m,0.85,0.39,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,15 km/h,70° NE,"(  2.5,  1.4, 10.0)","( -0.6,  0.5, 28.8)","(-75.9, -21.0)","( 42.000192,  1.999093)",-0 m,0.85,0.38,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,15 km/h,70° NE,"(  2.4,  1.3, 10.0)","( -0.6,  0.5, 28.4)","(-75.8, -21.1)","( 42.000192,  1.999094)",-0 m,0.85,0.37,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,15 km/h,71° NE,"(  2.4,  1.3, 10.0)","( -0.6,  0.5, 28.4)","(-75.8, -21.1)","( 42.000192,  1.999094)",-0 m,0.85,0.37,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,15 km/h,71° NE,"(  2.5,  1.3, 10.0)","( -0.6,  0.5, 28.1)","(-75.7, -21.1)","( 42.000192,  1.999096)",-0 m,0.85,0.36,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,16 km/h,72° NE,"(  4.5,  1.4,  9.9)","( -0.6,  0.4, 27.8)","(-75.7, -21.1)","( 42.000192,  1.999096)",-0 m,0.85,0.35,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,16 km/h,72° NE,"(  4.5,  1.4,  9.9)","( -0.6,  0.4, 27.5)","(-75.6, -21.1)","( 42.000192,  1.999097)",-0 m,0.85,0.34,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,16 km/h,72° NE,"(  2.8,  1.3,  9.9)","( -0.6,  0.4, 27.4)","(-75.6, -21.1)","( 42.000192,  1.999098)",-0 m,0.85,0.34,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,16 km/h,73° NE,"(  2.9,  1.3,  9.9)","( -0.5,  0.4, 27.0)","(-75.5, -21.1)","( 42.000192,  1.999099)",-0 m,0.85,0.33,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,16 km/h,73° NE,"(  4.3,  1.4,  9.9)","( -0.5,  0.3, 26.7)","(-75.4, -21.1)","( 42.000192,  1.999099)",-0 m,0.85,0.32,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,16 km/h,73° NE,"(  4.3,  1.4,  9.9)","( -0.5,  0.3, 26.3)","(-75.4, -21.1)","( 42.000192,  1.999101)",-0 m,0.85,0.32,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,17 km/h,74° NE,"(  3.0,  1.3,  9.9)","( -0.4,  0.3, 26.2)","(-75.3, -21.1)","( 42.000192,  1.999101)",-0 m,0.85,0.31,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:29,17 km/h,74° NE,"(  4.3,  1.4,  9.8)","( -0.4,  0.2, 25.9)","(-75.3, -21.1)","( 42.000192,  1.999102)",-0 m,0.85,0.30,0.00,False,False,False
78 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,17 km/h,75° NE,"(  4.2,  1.3,  9.8)","( -0.4,  0.2, 25.5)","(-75.2, -21.2)","( 42.000192,  1.999103)",-0 m,0.85,0.29,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,17 km/h,75° NE,"(  3.3,  1.3,  9.9)","( -0.3,  0.2, 25.4)","(-75.1, -21.2)","( 42.000192,  1.999103)",-0 m,0.85,0.29,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,17 km/h,75° NE,"(  4.1,  1.3,  9.8)","( -0.3,  0.1, 25.1)","(-75.1, -21.2)","( 42.000192,  1.999104)",-0 m,0.85,0.28,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,18 km/h,76° NE,"(  4.0,  1.5, 10.0)","( -0.5, -0.1, 24.8)","(-75.0, -21.2)","( 42.000192,  1.999105)",-0 m,0.85,0.27,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,18 km/h,76° NE,"(  3.4,  1.7,  9.9)","( -0.5, -0.1, 24.8)","(-74.9, -21.2)","( 42.000192,  1.999106)",-0 m,0.85,0.27,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,18 km/h,76° NE,"(  1.8,  5.2,  4.4)","(  4.5,  2.2, 24.5)","(-74.9, -21.2)","( 42.000192,  1.999106)",-0 m,0.85,0.26,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,18 km/h,76° NE,"(  3.6,  0.6,  9.6)","(  4.5,  2.2, 24.3)","(-74.8, -21.2)","( 42.000192,  1.999107)",-0 m,0.85,0.26,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,18 km/h,77° NE,"(  3.1,  0.8,  9.8)","(  4.6,  2.2, 23.8)","(-74.7, -21.2)","( 42.000192,  1.999108)",-0 m,0.85,0.25,0.00,False,False,False
91 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,77° NE,"(  6.1,  0.8,  9.6)","(  4.5,  2.1, 23.1)","(-74.7, -21.2)","( 42.000192,  1.999109)",-0 m,0.85,0.25,0.00,False,False,False
87 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,77° NE,"( 10.1,  1.0,  9.6)","(  4.4,  2.0, 22.9)","(-74.6, -21.2)","( 42.000192,  1.999110)",-0 m,0.85,0.24,0.00,False,False,False
87 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,78° NE,"( -4.0,  0.8,  9.9)","(  4.3,  2.2, 22.7)","(-74.5, -21.2)","( 42.000192,  1.999111)",-0 m,0.85,0.23,0.00,False,False,False
87 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,78° NE,"( -7.6,  1.6, 10.0)","(  4.4,  2.1, 23.4)","(-74.4, -21.2)","( 42.000192,  1.999112)",-0 m,0.85,0.25,0.00,False,False,False
87 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,79° NE,"( 13.3,  1.7,  9.6)","(  4.4,  1.7, 23.3)","(-74.4, -21.2)","( 42.000193,  1.999113)",-0 m,0.85,0.25,0.00,False,False,False
87 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,79° NE,"( -4.8,  1.5, 10.0)","(  4.3,  1.9, 23.5)","(-74.3, -21.2)","( 42.000193,  1.999113)",-0 m,0.85,0.24,0.00,False,False,False
87 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,79° NE,"(-10.6, -0.2, 10.2)","(  4.0,  1.9, 24.0)","(-74.2, -21.3)","( 42.000193,  1.999115)",-0 m,0.85,0.23,0.00,False,False,False
87 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,80° NE,"(  8.4,  1.6,  9.8)","(  3.8,  1.6, 21.3)","(-74.1, -21.3)","( 42.000193,  1.999115)",-0 m,0.85,0.23,0.00,False,False,False
80 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,80° NE,"(  9.5,  1.9,  9.8)","(  3.4,  1.5, 20.6)","(-74.0, -21.3)","( 42.000193,  1.999117)",-0 m,0.85,0.22,0.00,False,False,False
80 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,80° NE,"(-10.5, -0.3, 10.2)","(  3.3,  1.9, 22.3)","(-74.0, -21.3)","( 42.000193,  1.999117)",-0 m,0.85,0.22,0.00,False,False,False
80 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,80° NE,"( 10.0,  1.9,  9.8)","(  3.1,  1.5, 20.1)","(-73.9, -21.3)","( 42.000193,  1.999119)",-0 m,0.85,0.21,0.00,False,False,False
80 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,81° NE,"( -7.5,  0.1, 10.2)","(  2.9,  1.7, 21.6)","(-73.9, -21.3)","( 42.000193,  1.999119)",-0 m,0.85,0.21,0.00,False,False,False
80 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,81° NE,"( -9.6, -0.1, 10.2)","(  2.6,  1.7, 21.1)","(-73.8, -21.3)","( 42.000193,  1.999120)",-0 m,0.85,0.20,0.00,False,False,False
80 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,81° NE,"( 10.4,  2.0,  9.8)","(  2.4,  1.3, 18.9)","(-73.7, -21.3)","( 42.000193,  1.999121)",-0 m,0.85,0.20,0.00,False,False,False
80 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,81° NE,"(  9.6,  1.9,  9.8)","(  2.0,  1.1, 18.2)","(-73.7, -21.3)","( 42.000193,  1.999122)",-0 m,0.85,0.19,0.00,False,False,False
89 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,82° NE,"(-11.4, -0.5, 10.2)","(  1.8,  1.5, 20.0)","(-73.6, -21.3)","( 42.000193,  1.999123)",-0 m,0.85,0.19,0.00,False,False,False
89 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,82° NE,"( -6.8,  0.3, 10.1)","(  1.5,  1.3, 18.9)","(-73.5, -21.3)","( 42.000193,  1.999124)",-0 m,0.85,0.18,0.00,False,False,False
89 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,82° NE,"(  9.7,  1.9,  9.8)","(  1.3,  0.9, 16.8)","(-73.4, -21.3)","( 42.000193,  1.999125)",-0 m,0.85,0.18,0.00,False,False,False
89 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,82° NE,"(-11.7, -0.6, 10.2)","(  1.1,  1.3, 18.7)","(-73.3, -21.3)","( 42.000193,  1.999125)",-0 m,0.85,0.17,0.00,False,False,False
89 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,83° NE,"( -6.3,  0.5, 10.1)","(  0.8,  1.1, 17.5)","(-73.3, -21.3)","( 42.000193,  1.999127)",-0 m,0.85,0.17,0.00,False,False,False
89 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,83° NE,"(  9.8,  1.8,  9.8)","(  0.6,  0.7, 15.5)","(-73.2, -21.3)","( 42.000193,  1.999127)",-0 m,0.85,0.16,0.00,False,False,False
89 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,83° NE,"(-12.0, -0.7, 10.2)","(  0.4,  1.1, 17.4)","(-73.1, -21.3)","( 42.000193,  1.999128)",-0 m,0.85,0.16,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,19 km/h,83° NE,"( -5.4,  0.6, 10.0)","(  0.2,  0.9, 16.3)","(-73.0, -21.3)","( 42.000193,  1.999129)",-0 m,0.85,0.15,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,84° NE,"( 16.6,  2.2,  9.7)","(  0.2,  0.3, 15.8)","(-73.0, -21.3)","( 42.000193,  1.999130)",-0 m,0.85,0.15,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,84° NE,"( 14.3,  1.6,  9.7)","(  0.1, -0.1, 15.6)","(-72.8, -21.3)","( 42.000193,  1.999131)",-0 m,0.85,0.14,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,84° NE,"( -4.3,  0.9, 10.0)","(  0.0,  0.0, 16.2)","(-72.8, -21.3)","( 42.000193,  1.999132)",-0 m,0.85,0.14,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,21 km/h,84° NE,"( 10.9,  1.6,  9.8)","( -0.1, -0.3, 14.4)","(-72.7, -21.3)","( 42.000193,  1.999133)",-0 m,0.85,0.14,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,20 km/h,84° NE,"( -8.7, -0.2, 10.1)","( -0.2, -0.0, 16.0)","(-72.7, -21.3)","( 42.000193,  1.999133)",-0 m,0.85,0.14,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,21 km/h,85° NE,"( -4.0,  0.7, 10.0)","( -0.0, -0.4, 15.2)","(-72.6, -21.4)","( 42.000193,  1.999134)",-0 m,0.85,0.13,0.00,False,False,False
88 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,21 km/h,85° NE,"( 12.1,  1.6,  9.7)","( -0.1, -0.8, 13.7)","(-72.5, -21.4)","( 42.000193,  1.999136)",-0 m,0.85,0.13,0.00,False,False,False
79 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,21 km/h,85° NE,"( -7.8, -0.0, 10.1)","( -0.2, -0.5, 15.1)","(-72.4, -21.4)","( 42.000193,  1.999136)",-0 m,0.85,0.12,0.00,False,False,False
79 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,21 km/h,85° NE,"( -4.4,  0.6, 10.0)","( -0.3, -0.7, 14.3)","(-72.4, -21.4)","( 42.000193,  1.999138)",-0 m,0.85,0.12,0.00,False,False,False
79 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,22 km/h,85° NE,"( 12.8,  1.2,  9.9)","( -0.7, -1.1, 12.9)","(-72.3, -21.4)","( 42.000193,  1.999138)",-0 m,0.85,0.12,0.00,False,False,False
79 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,21 km/h,85° NE,"( -7.1,  0.4,  9.8)","( -0.5, -0.7, 14.1)","(-72.2, -21.4)","( 42.000193,  1.999139)",-0 m,0.85,0.11,0.00,False,False,False
79 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,22 km/h,86° NE,"( -5.7,  0.3, 10.0)","( -0.6, -0.8, 13.5)","(-72.1, -21.4)","( 42.000193,  1.999141)",-0 m,0.85,0.11,0.00,False,False,False
79 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,22 km/h,86° NE,"( 12.3,  1.6,  9.7)","( -0.6, -1.1, 12.1)","(-72.0, -21.4)","( 42.000193,  1.999141)",-0 m,0.85,0.11,0.00,False,False,False
79 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,22 km/h,86° NE,"( -6.2,  0.2, 10.0)","( -0.7, -0.8, 13.2)","(-71.9, -21.4)","( 42.000193,  1.999143)",-0 m,0.85,0.10,0.00,False,False,False
90 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,22 km/h,86° NE,"( -6.1,  0.2, 10.0)","( -0.8, -0.8, 12.8)","(-71.8, -21.4)","( 42.000193,  1.999143)",-0 m,0.85,0.10,0.00,False,False,False
90 FPS,62 FPS,Mercedes Sprinter,AU,0:02:30,22 km/h,86° NE,"( 11.9,  1.5,  9.6)","( -0.8, -1.1, 11.2)","(-71.8, -21.4)","( 42.000193,  1.999144)",-0 m,0.85,0.10,0.00,False,False,False
